year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2008,1,9E,Pinnacle Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",85,29,11.67,0,9.26,0,8.08,5,0,1150,404,0,270,0,476
2008,1,9E,Pinnacle Airlines Inc.,ALB,"Albany, NY: Albany International",51,15,5.34,0,6.79,0,2.87,6,0,475,220,0,170,0,85
2008,1,9E,Pinnacle Airlines Inc.,ALO,"Waterloo, IA: Waterloo Regional",27,4,1,0,2,0,1,7,0,79,18,0,42,0,19
2008,1,9E,Pinnacle Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",157,36,4.71,0,9.85,0,21.43,7,0,3331,575,0,425,0,2331
2008,1,9E,Pinnacle Airlines Inc.,ATW,"Appleton, WI: Appleton International",65,8,4.08,0,2.92,0,1,5,0,330,171,0,89,0,70
2008,1,9E,Pinnacle Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",88,30,16.08,1.13,8.34,0,4.45,0,1,2346,1668,61,340,0,277
2008,1,9E,Pinnacle Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",90,21,5.83,0,8.27,0,6.9,3,1,930,251,0,267,0,412
2008,1,9E,Pinnacle Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",58,20,5.5,0,5.43,0,9.07,4,1,1252,430,0,290,0,532
2008,1,9E,Pinnacle Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",91,24,9.91,0.87,5.3,0,7.92,11,2,1351,522,33,211,0,585
2008,1,9E,Pinnacle Airlines Inc.,BDL,"Hartford, CT: Bradley International",74,20,7.39,0,5.9,0,6.7,4,1,1215,544,0,183,0,488
2008,1,9E,Pinnacle Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",62,21,9.51,0.91,5.13,0,5.45,2,1,1251,526,197,256,0,272
2008,1,9E,Pinnacle Airlines Inc.,BGR,"Bangor, ME: Bangor International",62,18,8.66,0,5.09,0,4.25,4,0,1713,1104,0,244,0,365
2008,1,9E,Pinnacle Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",149,39,14.42,1.15,13.98,0,9.46,6,0,2062,708,79,491,0,784
2008,1,9E,Pinnacle Airlines Inc.,BIL,"Billings, MT: Billings Logan International",6,4,2.69,0,1.31,0,0,0,0,247,204,0,43,0,0
2008,1,9E,Pinnacle Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",67,12,9.04,0,1.96,0,1,10,0,560,464,0,59,0,37
2008,1,9E,Pinnacle Airlines Inc.,BNA,"Nashville, TN: Nashville International",141,50,20.82,1.73,12.27,0,15.17,3,0,3066,1514,146,463,0,943
2008,1,9E,Pinnacle Airlines Inc.,BOS,"Boston, MA: Logan International",91,19,7.93,0,5.99,0,5.08,6,0,1090,492,0,303,0,295
2008,1,9E,Pinnacle Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",37,9,2.39,1.23,3.38,0,2,1,0,840,426,49,105,0,260
2008,1,9E,Pinnacle Airlines Inc.,BTV,"Burlington, VT: Burlington International",68,21,7.22,0,7.79,0,5.99,2,1,1284,556,0,269,0,459
2008,1,9E,Pinnacle Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",28,8,3.77,0,2.41,0,1.83,3,1,327,166,0,81,0,80
2008,1,9E,Pinnacle Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",59,17,6.89,4.13,0.97,0,5,0,0,1143,423,139,39,0,542
2008,1,9E,Pinnacle Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",6,3,1.32,0,0.68,0,1,1,0,160,85,0,36,0,39
2008,1,9E,Pinnacle Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",120,36,15.99,2.8,10.98,0,6.23,7,0,1728,826,57,430,0,415
2008,1,9E,Pinnacle Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",84,17,6.02,0,5.95,0,5.03,6,0,759,255,0,233,0,271
2008,1,9E,Pinnacle Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",31,12,5.51,1,1.51,0,3.98,3,0,845,461,30,42,0,312
2008,1,9E,Pinnacle Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",120,28,7.2,2.67,8.38,0,9.76,1,0,1643,349,216,300,0,778
2008,1,9E,Pinnacle Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",174,39,21.6,0,9.73,0,7.68,15,3,2331,1274,0,404,0,653
2008,1,9E,Pinnacle Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",242,67,34.04,0,17.19,0,15.77,3,0,3915,1645,0,677,0,1593
2008,1,9E,Pinnacle Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",98,35,13.58,1.47,11.66,0,8.28,4,0,1787,722,100,396,0,569
2008,1,9E,Pinnacle Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",218,59,29.09,2.33,12.59,0,14.99,7,0,4030,2084,113,499,0,1334
2008,1,9E,Pinnacle Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",31,8,1.63,2.54,3.83,0,0,8,0,814,52,122,640,0,0
2008,1,9E,Pinnacle Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",31,6,1.77,0,3.99,0,0.24,0,0,169,75,0,87,0,7
2008,1,9E,Pinnacle Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",207,48,28.2,0.37,10.36,0,9.07,7,0,2799,1740,7,377,0,675
2008,1,9E,Pinnacle Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",27,8,5.12,0,2.02,0,0.86,3,0,316,206,0,56,0,54
2008,1,9E,Pinnacle Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",148,35,16.5,0.58,7.42,0,10.51,2,0,2269,1049,23,379,0,818
2008,1,9E,Pinnacle Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",112,13,3,1,4,0.72,4.28,4,0,724,341,99,97,18,169
2008,1,9E,Pinnacle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",58,17,2.68,1.09,7.73,0,5.5,2,0,962,153,56,298,0,455
2008,1,9E,Pinnacle Airlines Inc.,DLH,"Duluth, MN: Duluth International",84,19,8.53,1,6.47,0,3,4,0,715,341,38,152,0,184
2008,1,9E,Pinnacle Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",294,94,38.63,6.75,28.53,0,20.09,13,1,5873,2809,400,890,0,1774
2008,1,9E,Pinnacle Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4690,1192,261.62,26.88,339.23,0.13,564.15,264,11,78668,28259,2861,11723,8,35817
2008,1,9E,Pinnacle Airlines Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",113,30,11.44,0,10.09,0,8.47,7,0,1872,883,0,354,0,635
2008,1,9E,Pinnacle Airlines Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",109,33,10.71,0.31,17.03,0,4.96,12,0,1539,682,18,525,0,314
2008,1,9E,Pinnacle Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",175,46,17.09,0.33,16.49,0,12.09,10,1,2333,1082,8,510,0,733
2008,1,9E,Pinnacle Airlines Inc.,FAR,"Fargo, ND: Hector International",102,26,11.83,0,8.69,0,5.48,5,0,1348,734,0,286,0,328
2008,1,9E,Pinnacle Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,9E,Pinnacle Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",31,5,0.39,0,3.61,0,1,0,0,215,7,0,102,0,106
2008,1,9E,Pinnacle Airlines Inc.,FNT,"Flint, MI: Bishop International",95,20,7.01,0,6.94,0,6.05,13,0,1237,598,0,280,0,359
2008,1,9E,Pinnacle Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",83,25,14.14,0,5.93,0,4.94,5,0,1455,827,0,229,0,399
2008,1,9E,Pinnacle Airlines Inc.,FSM,"Fort Smith, AR: Fort Smith Regional",31,7,4.76,0,0.24,0,2,3,0,404,140,0,10,0,254
2008,1,9E,Pinnacle Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",115,25,11.17,0,4.17,0,9.66,3,0,2003,1202,0,165,0,636
2008,1,9E,Pinnacle Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",81,15,4.64,0.9,7.7,0,1.76,3,2,673,284,52,205,0,132
2008,1,9E,Pinnacle Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",93,25,9.53,2.83,5.48,0,7.16,0,0,1483,597,245,153,0,488
2008,1,9E,Pinnacle Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",140,28,16.7,0,8.85,0,2.45,9,0,1359,980,0,239,0,140
2008,1,9E,Pinnacle Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",180,46,19.71,0,14.89,0,11.4,5,0,2769,1151,0,515,0,1103
2008,1,9E,Pinnacle Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",204,52,22.87,1.56,11.94,0,15.63,4,0,2962,1323,110,391,0,1138
2008,1,9E,Pinnacle Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",188,61,23.51,5.26,16.94,0,15.29,12,1,3537,1315,302,636,0,1284
2008,1,9E,Pinnacle Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",62,10,8.73,0,1.27,0,0,0,0,603,549,0,54,0,0
2008,1,9E,Pinnacle Airlines Inc.,HLN,"Helena, MT: Helena Regional",31,8,3.83,0,4.17,0,0,0,1,227,100,0,127,0,0
2008,1,9E,Pinnacle Airlines Inc.,HOU,"Houston, TX: William P Hobby",92,20,8.31,0.44,6.42,0,4.82,4,0,1428,412,22,476,0,518
2008,1,9E,Pinnacle Airlines Inc.,HPN,"White Plains, NY: Westchester County",64,28,12.93,0.92,6.44,0,7.71,0,0,1780,731,71,288,0,690
2008,1,9E,Pinnacle Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",150,35,16.25,2.16,9.16,0,7.43,6,0,2092,1278,179,285,0,350
2008,1,9E,Pinnacle Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",40,10,4.68,0,2.82,0,2.5,2,0,520,243,0,97,0,180
2008,1,9E,Pinnacle Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",143,45,10.15,3.31,16.64,0,14.89,5,0,3164,871,162,837,0,1294
2008,1,9E,Pinnacle Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",155,38,10.32,1.68,16.4,0,9.61,2,0,2204,465,99,487,0,1153
2008,1,9E,Pinnacle Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",31,11,4.61,0,6.39,0,0,0,0,522,313,0,209,0,0
2008,1,9E,Pinnacle Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",593,108,29.62,3.45,33.5,0,41.43,30,1,6737,1950,305,1274,0,3208
2008,1,9E,Pinnacle Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",149,39,22.48,0,9.64,0,6.88,4,0,2212,1403,0,374,0,435
2008,1,9E,Pinnacle Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",85,21,9.37,1.7,7.36,0,2.57,2,0,1215,650,35,269,0,261
2008,1,9E,Pinnacle Airlines Inc.,LAN,"Lansing, MI: Capital Region International",108,38,13.38,1.83,11.97,0,10.82,0,0,2153,750,197,325,0,881
2008,1,9E,Pinnacle Airlines Inc.,LEX,"Lexington, KY: Blue Grass",119,31,13.98,0,10.03,0,6.98,2,0,1605,934,0,381,0,290
2008,1,9E,Pinnacle Airlines Inc.,LGA,"New York, NY: LaGuardia",199,49,12.89,0.61,29.77,0,5.74,21,1,3296,1080,30,1508,0,678
2008,1,9E,Pinnacle Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",82,20,7.86,1.97,6.26,0,3.9,1,1,1552,671,165,300,0,416
2008,1,9E,Pinnacle Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",58,10,4.83,0,3.4,0,1.76,4,0,390,220,0,91,0,79
2008,1,9E,Pinnacle Airlines Inc.,LSE,"La Crosse, WI: La Crosse Regional",31,6,2.53,0,1.47,0,2,3,0,225,90,0,29,0,106
2008,1,9E,Pinnacle Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",56,16,8.63,0,5.37,0,2,3,0,674,424,0,140,0,110
2008,1,9E,Pinnacle Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",204,51,11.47,1,28.69,0,9.85,4,0,2676,1011,34,820,0,811
2008,1,9E,Pinnacle Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",73,26,12.72,0,7.79,0,5.49,2,0,1386,630,0,231,0,525
2008,1,9E,Pinnacle Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",3416,833,156,21.02,311.09,0,344.89,137,40,54428,13011,3202,11459,0,26756
2008,1,9E,Pinnacle Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",93,18,6.91,2.67,2.43,0,6,7,0,1137,624,75,77,0,361
2008,1,9E,Pinnacle Airlines Inc.,MLI,"Moline, IL: Quad City International",244,65,24.48,1.88,19.62,0,19.03,17,0,3629,1535,127,618,0,1349
2008,1,9E,Pinnacle Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",93,27,9.85,0,10.18,0,6.97,8,0,1170,525,0,285,0,360
2008,1,9E,Pinnacle Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",114,24,6.56,1.69,4.49,0,11.26,12,2,2114,356,794,174,0,790
2008,1,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2550,583,146.03,16.13,175.1,0,245.74,164,5,36790,12965,2240,5591,0,15994
2008,1,9E,Pinnacle Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",31,9,3.16,0,5.84,0,0,1,0,417,231,0,186,0,0
2008,1,9E,Pinnacle Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",189,57,26.99,2.5,14.3,0,13.21,4,1,3020,1521,145,511,0,843
2008,1,9E,Pinnacle Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",225,76,41.06,1.55,18.95,0,14.44,8,0,3905,1847,256,745,0,1057
2008,1,9E,Pinnacle Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",101,41,15.78,2.75,17.09,0,5.38,4,0,2396,884,153,780,0,579
2008,1,9E,Pinnacle Airlines Inc.,PFN,"Panama City, FL: Bay County",93,25,5.39,2.35,11.38,0,5.88,3,0,1148,248,152,272,0,476
2008,1,9E,Pinnacle Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",147,34,10.47,1,10.3,0,12.23,3,1,2350,807,59,382,0,1102
2008,1,9E,Pinnacle Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",56,19,9.23,0,4.13,0,5.63,5,0,839,308,0,137,0,394
2008,1,9E,Pinnacle Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",196,53,24.74,0.88,14.15,0,13.23,8,0,2726,1084,15,404,0,1223
2008,1,9E,Pinnacle Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",25,3,1,0,1,0,1,10,0,102,50,0,19,0,33
2008,1,9E,Pinnacle Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",93,36,17.2,1.63,11.55,0,5.63,4,1,2019,1259,39,257,0,464
2008,1,9E,Pinnacle Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",18,11,4.44,0,3.98,0,2.58,0,0,679,374,0,183,0,122
2008,1,9E,Pinnacle Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",31,8,4.4,0,3.38,0,0.21,4,0,299,184,0,108,0,7
2008,1,9E,Pinnacle Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",151,24,12.98,2.83,4.28,0,3.91,5,0,1395,819,151,159,0,266
2008,1,9E,Pinnacle Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",31,7,3.51,0,2.11,0,1.38,5,0,299,110,0,98,0,91
2008,1,9E,Pinnacle Airlines Inc.,RIC,"Richmond, VA: Richmond International",126,29,10.98,0,7.51,0,10.51,2,0,1785,672,0,168,0,945
2008,1,9E,Pinnacle Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",68,21,9.48,0,9.85,0,1.67,5,0,1226,687,0,344,0,195
2008,1,9E,Pinnacle Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",96,33,16.61,0,7.84,0,8.55,3,0,1906,1144,0,189,0,573
2008,1,9E,Pinnacle Airlines Inc.,RST,"Rochester, MN: Rochester International",93,19,9.26,0,6.26,0,3.47,6,2,1107,529,0,253,0,325
2008,1,9E,Pinnacle Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",37,5,3.92,0,1.08,0,0,0,0,246,210,0,36,0,0
2008,1,9E,Pinnacle Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",44,13,4.5,0.8,5.43,0,2.27,1,0,856,340,148,241,0,127
2008,1,9E,Pinnacle Airlines Inc.,SBN,"South Bend, IN: South Bend International",152,57,26.54,0,19.54,0.89,10.04,5,0,3849,1895,0,751,67,1136
2008,1,9E,Pinnacle Airlines Inc.,SCE,"State College, PA: University Park",31,11,3.94,1,4.62,0,1.44,4,0,467,183,17,197,0,70
2008,1,9E,Pinnacle Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",267,67,25.85,3.78,21.76,0,15.61,6,0,3693,1510,273,672,0,1238
2008,1,9E,Pinnacle Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",154,41,19.83,0.49,15.13,0,5.55,7,0,2302,1115,26,532,0,629
2008,1,9E,Pinnacle Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",124,43,14.17,0.95,16.54,0,11.34,11,1,2456,1062,20,572,0,802
2008,1,9E,Pinnacle Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",6,4,2.78,0,0.22,0,1,1,0,408,341,0,29,0,38
2008,1,9E,Pinnacle Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",2,1,0,0,1,0,0,0,0,21,0,0,21,0,0
2008,1,9E,Pinnacle Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",177,40,16.54,0,11.37,0,12.09,8,0,1947,808,0,286,0,853
2008,1,9E,Pinnacle Airlines Inc.,SUX,"Sioux City, IA: Sioux Gateway Brig Gen Bud Day Field",37,9,3.83,0,1.17,0,4,6,0,553,314,0,45,0,194
2008,1,9E,Pinnacle Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",59,27,9.75,0,5.3,0,11.95,0,0,1467,663,0,185,0,619
2008,1,9E,Pinnacle Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",93,21,9.05,1,4.59,0,6.36,4,0,931,314,31,153,0,433
2008,1,9E,Pinnacle Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",217,68,19.84,2.96,26.49,0,18.71,8,0,3321,915,419,854,0,1133
2008,1,9E,Pinnacle Airlines Inc.,TVC,"Traverse City, MI: Cherry Capital",107,27,9.84,2.73,8.27,0,6.16,7,3,1486,654,198,346,0,288
2008,1,9E,Pinnacle Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",276,84,35.1,2.38,26.45,0,20.07,6,0,6022,3128,209,913,0,1772
2008,1,9E,Pinnacle Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",183,47,14.29,5.72,17.8,0,9.19,5,3,2989,1071,537,568,0,813
2008,1,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",275,74,22.56,2.93,21.36,0,27.14,9,1,3929,1053,246,698,0,1932
2008,1,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",711,174,50.65,6.45,42.35,0,74.54,41,0,9009,2364,443,1834,0,4368
2008,1,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",864,208,71.97,14.86,46.21,0,74.95,21,1,10213,3072,618,1502,0,5021
2008,1,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",151,45,24.9,0.72,9.12,0,10.26,3,0,2023,1290,32,252,0,449
2008,1,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",93,16,6.91,0.29,3.34,0,5.46,0,0,692,342,16,80,0,254
2008,1,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",449,106,35.89,4.09,21.2,0,44.82,7,4,5454,1369,166,766,0,3153
2008,1,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1036,302,105.25,16.06,86.98,1.59,92.12,51,2,18024,6210,889,3839,36,7050
2008,1,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",105,34,12.53,1.41,13.29,0,6.78,1,1,1551,756,83,359,0,353
2008,1,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",266,66,32.16,2.65,10.85,0,20.34,6,0,3396,1582,194,346,0,1274
2008,1,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",143,33,17.35,0.62,2.98,0,12.05,2,0,1492,747,14,141,0,590
2008,1,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",89,13,6.75,0.45,1.48,0,4.32,0,0,790,529,10,49,0,202
2008,1,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",155,33,16.54,2.08,4.78,0,9.6,6,1,1446,792,63,119,0,472
2008,1,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",90,16,7.6,0.39,2.33,0,5.68,1,0,664,282,29,63,0,290
2008,1,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",859,220,78.48,17.44,39.57,0.53,83.98,27,0,11333,3912,694,1365,18,5344
2008,1,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",612,207,65.58,13.58,47.27,0,80.57,13,0,10709,2721,670,1621,0,5697
2008,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13553,3215,607.3,97.55,1289.19,6.06,1214.9,329,26,164947,40215,6026,47756,238,70712
2008,1,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",350,103,34.76,6.39,23.54,0,38.31,14,1,6784,1953,413,923,0,3495
2008,1,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",181,79,27.05,4.62,16.51,0,30.82,2,0,4291,1229,99,859,0,2104
2008,1,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",303,90,33.21,1.64,19.41,0,35.74,9,0,4535,1105,100,685,0,2645
2008,1,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",562,207,57.66,13.6,79.91,0.98,54.85,33,0,12146,3369,678,4075,41,3983
2008,1,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",62,28,10.91,0.48,11,0,5.6,1,0,980,372,13,308,0,287
2008,1,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",517,123,53.19,7.32,23.8,0,38.69,7,1,7239,2901,336,849,0,3153
2008,1,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",31,10,5.52,0.65,0.94,0,2.89,1,0,482,267,13,44,0,158
2008,1,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",65,21,7.01,3.59,6.04,0,4.37,3,1,765,311,119,190,0,145
2008,1,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",248,68,30.25,3.48,16.7,0,17.56,2,0,4296,2689,129,540,0,938
2008,1,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",59,11,3.51,0.12,0.49,0,6.88,0,0,636,169,12,19,0,436
2008,1,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",306,60,27.59,0.46,7.46,0,24.49,6,0,3209,1538,20,269,0,1382
2008,1,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",364,105,35.77,5.49,34.32,0,29.42,10,0,5762,2069,326,1312,0,2055
2008,1,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",120,29,11.64,1.16,6.24,0,9.95,7,0,1112,429,44,184,0,455
2008,1,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",213,54,20.79,0.96,13.12,0,19.13,7,0,2755,978,63,425,0,1289
2008,1,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",49,19,8.78,2.74,2.3,0,5.18,2,0,1460,716,82,69,0,593
2008,1,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",120,20,8.73,1.33,4.96,0,4.98,0,0,882,483,41,149,0,209
2008,1,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1070,309,87.79,6.53,130.24,0.62,83.82,28,1,17178,5695,532,5018,18,5915
2008,1,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",31,17,4.99,0,3.4,0,8.6,0,0,907,501,0,111,0,295
2008,1,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",632,245,84.26,14.72,90.17,0,55.85,13,0,14223,4869,671,4713,0,3970
2008,1,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2563,975,227.18,38.6,451.57,1.97,255.69,58,7,56879,16436,2283,17362,61,20737
2008,1,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1874,656,140.19,23.74,311.97,0,180.1,112,3,39949,8472,1198,16753,0,13526
2008,1,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",31,5,2.96,0,1.09,0,0.95,0,0,519,358,0,30,0,131
2008,1,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",418,146,52.98,10.78,26.77,0,55.46,25,1,8427,2980,529,947,0,3971
2008,1,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",929,284,115.42,10.8,72.14,0.55,85.09,6,1,15813,6514,617,2559,17,6106
2008,1,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",144,17,4.45,0.06,3.78,0,8.72,10,1,651,208,2,96,0,345
2008,1,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",123,29,12.19,0.99,3.76,0,12.05,2,2,1866,468,686,117,0,595
2008,1,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3479,1026,305.86,41.62,336.01,1.59,340.92,56,11,57039,20621,2673,12174,63,21508
2008,1,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",507,135,36.48,15.75,30.69,0,52.08,21,0,7437,1901,852,1038,0,3646
