year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2008,1,CO,Continental Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",56,12,2.91,0.51,5.02,0,3.55,0,0,374,55,15,116,0,188
2008,1,CO,Continental Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",89,21,5.18,0.58,8.39,0,6.86,0,0,677,179,27,251,0,220
2008,1,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",118,21,4.3,0,13.43,0,3.27,4,1,849,168,0,572,0,109
2008,1,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31,11,1.26,0,9.34,0,0.4,0,0,329,42,0,279,0,8
2008,1,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12282,1756,430.32,38.12,796.57,0.89,490.1,433,33,91708,32555,4145,27837,49,27122
2008,1,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",46,10,3.12,0,4.41,0,2.47,3,0,505,280,0,134,0,91
2008,1,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",476,80,18.91,0.81,29.09,0,31.19,14,0,4402,1167,101,1170,0,1964
2008,1,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",125,22,11.72,1.64,2.45,0,6.19,5,0,1017,404,196,165,0,252
2008,1,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",79,13,6.96,0.16,1.42,0,4.46,4,1,823,360,32,64,0,367
2008,1,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",62,18,5.59,1.33,3.48,0,7.6,0,0,884,243,120,188,0,333
2008,1,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1279,194,48.9,2.13,87.85,0,55.12,64,1,9066,2606,298,2910,0,3252
2008,1,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",88,22,7.62,0.87,5.69,0,7.83,5,0,1213,218,257,455,0,283
2008,1,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",329,45,13.42,0.64,21.04,0,9.9,9,0,1942,494,25,840,0,583
2008,1,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",6,1,1,0,0,0,0,1,0,15,15,0,0,0,0
2008,1,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",30,12,2.62,0,1.77,0,7.61,1,0,788,106,0,106,0,576
2008,1,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",147,27,7.34,1.08,7.43,0,11.15,6,0,1582,234,208,414,0,726
2008,1,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",30,2,0.9,0.17,0.93,0,0,1,0,348,18,55,275,0,0
2008,1,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",262,39,14.3,0.36,10.91,0,13.43,8,0,1844,691,36,352,0,765
2008,1,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",98,17,4,0.15,4.25,0,8.61,4,0,655,110,6,152,0,387
2008,1,DL,Delta Air Lines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",26,4,0.29,0.33,2.81,0,0.57,0,0,79,6,7,54,0,12
2008,1,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1629,237,56.68,7.28,84.43,1,87.6,31,1,11646,3027,928,2900,25,4766
2008,1,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",153,14,4.91,0.38,3.73,0,4.98,7,0,598,138,66,178,0,216
2008,1,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",60,11,2.44,1.16,3.65,0,3.74,1,0,536,161,67,91,0,217
2008,1,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",907,103,27,1.36,53.18,0,21.46,58,1,3941,923,325,1740,0,953
2008,1,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",339,64,18.49,1.07,32.09,0,12.35,10,0,2956,908,259,1126,0,663
2008,1,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",364,71,21.57,1.87,29.34,0,18.22,15,0,2930,937,245,1119,0,629
2008,1,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",86,22,4.79,1.61,12.4,0,3.2,2,0,1031,150,126,584,0,171
2008,1,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",39,7,2.64,0,4.19,0,0.17,0,0,400,270,0,112,0,18
2008,1,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",49,9,3.4,0.22,2.98,0,2.4,1,0,463,139,33,188,0,103
2008,1,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",325,74,12.96,1.25,44.17,0,15.62,11,0,3304,427,269,1873,0,735
2008,1,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",884,185,48.34,2.02,87.84,0,46.8,16,0,8645,2302,266,3559,0,2518
2008,1,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",53,19,2.86,0.5,7.11,0,8.54,1,0,1245,254,28,324,0,639
2008,1,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",28,4,2.59,0,0.66,0,0.75,1,0,137,87,0,24,0,26
2008,1,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",30,5,1.96,0,2.55,0,0.48,2,0,137,68,0,53,0,16
2008,1,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",31,2,1,0,0,0,1,1,0,45,20,0,0,0,25
2008,1,DL,Delta Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",39,8,2.41,0,4.67,0,0.92,0,1,336,99,0,142,0,95
2008,1,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",155,48,16.63,2.32,20.68,0,8.37,0,0,2561,799,229,738,0,795
2008,1,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",29,5,2.25,0.56,1.38,0,0.8,0,0,158,90,9,43,0,16
2008,1,DL,Delta Air Lines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",56,5,0.57,0.59,2.23,0,1.6,0,0,708,61,184,387,0,76
2008,1,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",262,35,15.2,1.13,12.03,0,6.64,8,0,1368,623,160,418,0,167
2008,1,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",143,24,7.23,0.67,12.94,0,3.15,6,0,909,281,42,474,0,112
2008,1,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",87,11,5.69,0.7,1.9,0,2.71,3,0,600,353,86,89,0,72
2008,1,DL,Delta Air Lines Inc.,JAC,"Jackson, WY: Jackson Hole",48,8,2.9,0.18,1.73,0,3.19,6,0,607,249,16,108,0,234
2008,1,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",58,14,7.24,1.14,3.3,0,2.31,2,0,690,389,84,133,0,84
2008,1,DL,Delta Air Lines Inc.,JAX,"Jacksonville, FL: Jacksonville International",330,36,16.22,1.72,10.42,0,7.64,13,0,1437,632,214,393,0,198
2008,1,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1276,210,41.85,8.39,110.71,0,49.05,17,4,10130,2109,1027,4049,0,2945
2008,1,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",653,187,59.17,3.48,95.57,0,28.77,7,1,8678,3083,418,3758,0,1419
2008,1,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1114,426,97.06,5.25,273.04,0,50.65,14,1,18376,5029,412,9993,0,2942
2008,1,DL,Delta Air Lines Inc.,LEX,"Lexington, KY: Blue Grass",31,4,0.46,0.04,2.13,0,1.36,1,0,294,13,10,240,0,31
2008,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1832,326,55.66,2.22,238.56,0,29.55,121,5,13624,3269,339,8694,0,1322
2008,1,DL,Delta Air Lines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",31,5,2.18,1.5,0.64,0,0.68,0,0,755,129,462,125,0,39
2008,1,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",177,31,9.61,2.24,13.24,0,5.9,7,0,1623,411,484,459,0,269
2008,1,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1090,179,49.35,3.31,80.34,0,46.01,15,1,8994,2333,662,2993,0,3006
2008,1,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",104,20,5.33,1.07,7.95,0,5.64,8,0,933,221,150,359,0,203
2008,1,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",355,58,26.18,0.11,20.46,0,11.25,10,0,2431,967,18,883,0,563
2008,1,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",31,12,3.97,0.15,5.72,0,2.17,2,1,603,207,16,275,0,105
2008,1,DL,Delta Air Lines Inc.,MLB,"Melbourne, FL: Melbourne International",82,6,0.95,0.61,1.85,0,2.59,6,0,392,20,114,138,0,120
2008,1,DL,Delta Air Lines Inc.,MOB,"Mobile, AL: Mobile Regional",29,8,4.31,0,0.79,0,2.91,1,0,499,399,0,22,0,78
2008,1,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",149,24,7.88,0.98,10.73,0,4.41,6,1,1045,318,52,468,0,207
2008,1,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",250,38,14.9,1.33,6.85,0,14.92,8,0,1853,751,114,305,0,683
2008,1,DL,Delta Air Lines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2008,1,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",31,14,1.42,0.14,11.25,0,1.2,0,0,801,60,55,619,0,67
2008,1,DL,Delta Air Lines Inc.,OGG,"Kahului, HI: Kahului Airport",62,15,5.85,0.98,5.48,0,2.69,1,0,983,555,61,227,0,140
2008,1,DL,Delta Air Lines Inc.,ONT,"Ontario, CA: Ontario International",114,22,6.9,1.8,10.92,0,2.38,4,1,957,179,240,321,0,217
2008,1,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",333,117,15.46,3.2,80.77,0,17.56,15,2,7281,908,665,4761,0,947
2008,1,DL,Delta Air Lines Inc.,ORF,"Norfolk, VA: Norfolk International",117,25,14.49,0,5.54,0,4.97,4,0,847,470,0,175,0,202
2008,1,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",472,78,25.77,3.19,31.59,0,17.45,11,1,4464,1476,893,1253,0,842
2008,1,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",209,38,10.18,1.65,17.39,0,8.78,2,0,1659,514,68,501,0,576
2008,1,DL,Delta Air Lines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",27,1,0,0,0.65,0,0.35,0,0,20,0,0,13,0,7
2008,1,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",328,43,10.44,1.54,21.3,0,9.72,9,1,2437,384,196,1213,0,644
2008,1,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",425,103,22.16,3.49,66.15,0,11.2,6,1,4605,1068,442,2497,0,598
2008,1,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",228,28,10.05,1.28,14.62,0,2.05,8,0,1665,618,217,580,0,250
2008,1,DL,Delta Air Lines Inc.,PNS,"Pensacola, FL: Pensacola International",145,22,11.56,0.23,2.41,0,7.8,7,0,1035,405,39,179,0,412
2008,1,DL,Delta Air Lines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",300,44,19.78,1.72,10.29,0,12.21,9,0,2024,951,218,383,0,472
2008,1,DL,Delta Air Lines Inc.,RIC,"Richmond, VA: Richmond International",151,16,7.44,0.57,2.32,0,5.67,8,0,804,330,65,87,0,322
2008,1,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",64,18,4.04,1.6,11.51,0,0.85,2,1,1180,172,284,701,0,23
2008,1,DL,Delta Air Lines Inc.,ROC,"Rochester, NY: Greater Rochester International",57,10,4.65,0,3.3,0,2.05,1,0,389,119,0,74,0,196
2008,1,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",332,40,12.08,1.29,18.88,0,7.75,9,0,1922,598,265,671,0,388
2008,1,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",359,120,30.42,3.71,76.76,0,9.11,6,3,4527,1367,266,2508,0,386
2008,1,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",147,25,7.18,2.07,12.11,0,3.63,4,0,1483,378,418,546,0,141
2008,1,DL,Delta Air Lines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",228,33,13.38,1.18,7.5,0,10.94,12,0,1601,650,168,265,0,518
2008,1,DL,Delta Air Lines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",85,14,2.29,1.93,2.95,0,6.83,0,0,896,51,262,191,0,392
2008,1,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",397,83,30.37,3.07,27.98,0,21.58,3,0,3878,1411,222,1238,0,1007
2008,1,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",372,153,21.71,2.85,120.96,0,7.48,10,6,7766,1111,261,5892,0,502
2008,1,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",90,38,13.05,0.5,14.75,0,9.7,1,0,1659,555,112,520,0,472
2008,1,DL,Delta Air Lines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International",166,35,14.3,1.72,11.3,0,7.68,3,0,1511,469,304,442,0,296
2008,1,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2552,631,132.62,14.66,265.47,1,217.24,38,15,34378,9556,1267,9223,48,14284
2008,1,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",115,35,8.74,2.51,17.99,0,5.76,2,0,1590,453,203,430,0,504
2008,1,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",215,52,16.42,2.98,25.53,0,7.07,6,1,2495,915,182,1017,0,381
2008,1,DL,Delta Air Lines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",147,17,7.48,0.05,4.24,0,5.23,5,0,1081,299,17,399,0,366
2008,1,DL,Delta Air Lines Inc.,STL,"St. Louis, MO: St Louis Lambert International",86,23,11.55,1.34,5.29,0,4.82,2,0,1348,664,250,259,0,175
2008,1,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",33,10,3.28,0,6.48,0,0.24,0,0,376,156,0,210,0,10
2008,1,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,DL,Delta Air Lines Inc.,TLH,"Tallahassee, FL: Tallahassee International",31,5,2.51,0,1.1,0,1.39,1,0,201,104,0,36,0,61
2008,1,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",800,123,38.61,3.64,60.14,0,20.62,26,1,6421,1870,555,2587,0,1409
2008,1,DL,Delta Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",58,14,5.19,0,8.35,0,0.46,2,0,466,247,0,207,0,12
2008,1,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",32,5,1.51,0,0.73,0,2.77,0,0,616,300,0,180,0,136
2008,1,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",37,5,2.13,0,1.38,0,1.5,1,0,205,130,0,36,0,39
2008,1,EV,Atlantic Southeast Airlines,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",49,11,6.98,0,3.11,0,0.91,2,0,523,422,0,69,0,32
2008,1,EV,Atlantic Southeast Airlines,ABY,"Albany, GA: Southwest Georgia Regional",102,31,21.49,0.51,6.71,0,2.29,5,0,1476,1076,23,234,0,143
2008,1,EV,Atlantic Southeast Airlines,ACY,"Atlantic City, NJ: Atlantic City International",31,5,3.26,0,0.1,0,1.64,2,0,246,187,0,4,0,55
2008,1,EV,Atlantic Southeast Airlines,AEX,"Alexandria, LA: Alexandria International",85,20,13.94,0,5.65,0,0.4,4,0,876,659,0,183,0,34
2008,1,EV,Atlantic Southeast Airlines,AGS,"Augusta, GA: Augusta Regional at Bush Field",203,54,39.96,2.82,7.17,0,4.05,12,0,2688,1795,302,256,0,335
2008,1,EV,Atlantic Southeast Airlines,ALB,"Albany, NY: Albany International",108,31,19.19,2.64,6.12,0,3.04,2,1,1885,997,192,394,0,302
2008,1,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11097,2571,1216.9,166.18,814.71,3.84,369.36,579,11,143978,83196,12399,31124,122,17137
2008,1,EV,Atlantic Southeast Airlines,ATW,"Appleton, WI: Appleton International",79,19,11.51,1,4.68,0,1.81,7,3,794,472,83,158,0,81
2008,1,EV,Atlantic Southeast Airlines,AUS,"Austin, TX: Austin - Bergstrom International",133,38,31.49,0.22,4.42,0,1.87,6,0,1863,1563,5,238,0,57
2008,1,EV,Atlantic Southeast Airlines,AVL,"Asheville, NC: Asheville Regional",102,25,19.85,0.12,3.66,0,1.38,4,0,1294,1056,2,138,0,98
2008,1,EV,Atlantic Southeast Airlines,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",74,19,14.14,0.04,2.3,0,2.52,3,1,806,626,1,60,0,119
2008,1,EV,Atlantic Southeast Airlines,BDL,"Hartford, CT: Bradley International",,,,,,,,,,,,,,,
2008,1,EV,Atlantic Southeast Airlines,BGR,"Bangor, ME: Bangor International",26,8,5.21,1.44,0.79,0,0.56,0,1,626,480,82,40,0,24
2008,1,EV,Atlantic Southeast Airlines,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",97,14,9.36,0.44,2.65,0,1.54,6,0,982,592,91,210,0,89
2008,1,EV,Atlantic Southeast Airlines,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",118,17,8.82,2.2,2.55,0,3.44,6,2,860,489,174,61,0,136
2008,1,EV,Atlantic Southeast Airlines,BNA,"Nashville, TN: Nashville International",125,22,18.61,0,2.46,0,0.93,9,0,867,777,0,56,0,34
2008,1,EV,Atlantic Southeast Airlines,BOS,"Boston, MA: Logan International",26,2,2,0,0,0,0,2,0,146,146,0,0,0,0
2008,1,EV,Atlantic Southeast Airlines,BQK,"Brunswick, GA: Brunswick Golden Isles",61,12,9.52,1,1.2,0,0.27,2,0,457,340,53,58,0,6
2008,1,EV,Atlantic Southeast Airlines,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",212,67,46.56,1.38,12.18,0,6.87,4,1,3535,2388,99,692,0,356
2008,1,EV,Atlantic Southeast Airlines,BTV,"Burlington, VT: Burlington International",27,4,2.6,0,0.55,0,0.85,1,0,150,111,0,16,0,23
2008,1,EV,Atlantic Southeast Airlines,BUF,"Buffalo, NY: Buffalo Niagara International",91,30,22.76,2.1,3.33,0,1.81,4,0,1416,1040,134,138,0,104
2008,1,EV,Atlantic Southeast Airlines,CAE,"Columbia, SC: Columbia Metropolitan",323,85,40.43,14.6,22.75,0,7.23,13,0,4138,2110,691,1025,0,312
2008,1,EV,Atlantic Southeast Airlines,CAK,"Akron, OH: Akron-Canton Regional",192,31,21.46,0,4.03,0.13,5.38,11,0,1515,1092,0,162,7,254
2008,1,EV,Atlantic Southeast Airlines,CHA,"Chattanooga, TN: Lovell Field",169,40,28.34,2.04,8.66,0,0.96,7,0,2037,1512,75,367,0,83
2008,1,EV,Atlantic Southeast Airlines,CHO,"Charlottesville, VA: Charlottesville Albemarle",73,14,10.59,1.18,2.23,0,0,5,0,698,443,90,165,0,0
2008,1,EV,Atlantic Southeast Airlines,CHS,"Charleston, SC: Charleston AFB/International",92,17,11.88,0,2.77,0,2.36,5,0,1119,902,0,84,0,133
2008,1,EV,Atlantic Southeast Airlines,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",32,6,5.35,0,0.65,0,0,2,0,285,263,0,22,0,0
2008,1,EV,Atlantic Southeast Airlines,CLE,"Cleveland, OH: Cleveland-Hopkins International",151,47,28.32,3.66,11.07,0,3.95,5,0,2093,1348,201,430,0,114
2008,1,EV,Atlantic Southeast Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",33,11,7.71,1.25,0.71,0,1.33,2,0,579,362,122,22,0,73
2008,1,EV,Atlantic Southeast Airlines,CMH,"Columbus, OH: John Glenn Columbus International",23,4,2,0,1,0,1,1,0,279,55,0,52,0,172
2008,1,EV,Atlantic Southeast Airlines,CRP,"Corpus Christi, TX: Corpus Christi International",5,1,1,0,0,0,0,0,0,40,40,0,0,0,0
2008,1,EV,Atlantic Southeast Airlines,CRW,"Charleston/Dunbar, WV: Yeager",112,19,15.62,0,1.7,0,1.68,6,0,1179,935,0,76,0,168
2008,1,EV,Atlantic Southeast Airlines,CSG,"Columbus, GA: Columbus Airport",116,26,16.04,1.5,5.48,0,2.98,7,0,1257,835,50,250,0,122
2008,1,EV,Atlantic Southeast Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",407,93,55.03,7.35,20.13,0,10.49,9,0,4618,3064,459,625,0,470
2008,1,EV,Atlantic Southeast Airlines,DAB,"Daytona Beach, FL: Daytona Beach International",27,9,7.55,0,0.06,0,1.39,1,0,627,573,0,2,0,52
2008,1,EV,Atlantic Southeast Airlines,DAY,"Dayton, OH: James M Cox/Dayton International",88,20,14.71,1.02,2.94,0,1.33,4,0,1292,871,73,319,0,29
2008,1,EV,Atlantic Southeast Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",85,12,2.92,2,3.08,0,4,4,1,821,268,337,70,0,146
2008,1,EV,Atlantic Southeast Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,EV,Atlantic Southeast Airlines,DHN,"Dothan, AL: Dothan Regional",117,28,20.17,0,6.26,1,0.57,4,0,1045,739,0,252,16,38
2008,1,EV,Atlantic Southeast Airlines,DSM,"Des Moines, IA: Des Moines International",87,31,25.01,1.27,2.34,0,2.38,4,1,1376,1124,34,66,0,152
2008,1,EV,Atlantic Southeast Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",86,18,14.73,0.51,0.38,0,2.38,5,0,759,659,21,24,0,55
2008,1,EV,Atlantic Southeast Airlines,EVV,"Evansville, IN: Evansville Regional",120,24,18.59,0.5,3.34,0,1.58,9,0,1061,718,51,252,0,40
2008,1,EV,Atlantic Southeast Airlines,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",62,10,6.83,0.79,2.38,0,0,2,1,448,312,30,106,0,0
2008,1,EV,Atlantic Southeast Airlines,EWR,"Newark, NJ: Newark Liberty International",59,33,13.01,0.87,17.82,0,1.31,1,0,1996,714,52,1178,0,52
2008,1,EV,Atlantic Southeast Airlines,EYW,"Key West, FL: Key West International",92,32,22,1.45,4.09,0,4.45,3,1,2175,1451,348,176,0,200
2008,1,EV,Atlantic Southeast Airlines,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",172,45,30.31,0.94,7.34,0,6.41,7,0,2357,1535,59,474,0,289
2008,1,EV,Atlantic Southeast Airlines,FLO,"Florence, SC: Florence Regional",55,11,6.98,1.86,0.91,0,1.25,4,0,1038,575,160,136,0,167
2008,1,EV,Atlantic Southeast Airlines,FNT,"Flint, MI: Bishop International",152,35,19.92,2.24,9.1,0,3.74,9,0,1646,891,244,314,0,197
2008,1,EV,Atlantic Southeast Airlines,FSD,"Sioux Falls, SD: Joe Foss Field",25,5,4,0,1,0,0,0,0,147,132,0,15,0,0
2008,1,EV,Atlantic Southeast Airlines,FSM,"Fort Smith, AR: Fort Smith Regional",52,16,12.38,0,0.69,0,2.93,3,0,648,499,0,29,0,120
2008,1,EV,Atlantic Southeast Airlines,FWA,"Fort Wayne, IN: Fort Wayne International",56,16,13.3,0.98,1.31,0,0.4,4,0,690,600,60,22,0,8
2008,1,EV,Atlantic Southeast Airlines,GNV,"Gainesville, FL: Gainesville Regional",171,39,26.26,1.64,6.9,0,4.21,8,0,2435,1658,86,499,0,192
2008,1,EV,Atlantic Southeast Airlines,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",206,51,33.35,4.78,7.41,0,5.46,8,0,2538,1483,330,482,0,243
2008,1,EV,Atlantic Southeast Airlines,GRB,"Green Bay, WI: Green Bay Austin Straubel International",47,15,5.87,1.91,5.63,0,1.59,2,0,894,311,336,170,0,77
2008,1,EV,Atlantic Southeast Airlines,GRK,"Killeen, TX: Robert Gray AAF",61,15,9.17,0,4.83,0,1,3,2,672,453,0,169,0,50
2008,1,EV,Atlantic Southeast Airlines,GRR,"Grand Rapids, MI: Gerald R. Ford International",111,24,15.1,1.63,4.97,0,2.31,3,0,1554,999,118,258,0,179
2008,1,EV,Atlantic Southeast Airlines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",116,37,29.54,0.21,4.82,0,2.43,7,0,1583,1224,6,131,0,222
2008,1,EV,Atlantic Southeast Airlines,GSP,"Greer, SC: Greenville-Spartanburg International",60,17,10.16,0,4.1,0.97,1.77,5,0,624,421,0,121,32,50
2008,1,EV,Atlantic Southeast Airlines,GTR,"Columbus, MS: Golden Triangle Regional",81,16,9.93,1.4,2.64,0,2.03,7,0,710,358,129,87,0,136
2008,1,EV,Atlantic Southeast Airlines,HHH,"Hilton Head, SC: Hilton Head Airport",67,14,9.52,0.53,3.95,0,0,6,4,775,506,75,194,0,0
2008,1,EV,Atlantic Southeast Airlines,HOU,"Houston, TX: William P Hobby",62,20,14.82,1.28,2.19,0,1.71,4,0,791,602,69,60,0,60
2008,1,EV,Atlantic Southeast Airlines,HPN,"White Plains, NY: Westchester County",94,20,11.06,1.29,6.38,0,1.27,7,2,860,453,47,263,0,97
2008,1,EV,Atlantic Southeast Airlines,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",183,41,23.85,3.08,10.91,0,3.16,5,0,1924,1112,158,530,0,124
2008,1,EV,Atlantic Southeast Airlines,IAD,"Washington, DC: Washington Dulles International",11,3,0.93,0,2.07,0,0,2,0,149,85,0,64,0,0
2008,1,EV,Atlantic Southeast Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1,EV,Atlantic Southeast Airlines,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",169,46,30.27,2.12,8.89,0,4.72,7,0,2065,1344,113,353,0,255
2008,1,EV,Atlantic Southeast Airlines,ILM,"Wilmington, NC: Wilmington International",142,38,19.69,1.04,13.38,0,3.89,5,1,1804,1019,59,521,0,205
